eliaburgosperez,2019-10-15 23:47:01,,"RT @MaxiCuello1977: Hoy el niñato dice:
""Venezuela es un desastre"".

#ErrejonEH
Y hace un año...👇👇👇 https://t.co/H6CfaEKFIW"
LlopVaquer,2019-10-15 23:46:59,"Tarragona, España","RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…"
sunsetgijon,2019-10-15 23:46:59,Dominican Republic,Siempre me quedaré con la duda de que justificación habrá dado Pablo Motos en @El_Hormiguero esta noche para entrev… https://t.co/VzGvWm6uEH
Kamchatka_H,2019-10-15 23:46:55,España,"RT @larevistadecar2: La gente que necesita un gobierno es la que no llega a fin de mes, la que no le llega con las pensiones. No llegar a u…"
LlopVaquer,2019-10-15 23:46:42,"Tarragona, España",RT @joseanvidal: Otra vez con el impuesto de patrimonio. Que ya no existe en ningún país europeo! En ninguno. Luego hablas de invertir. Qui…
patriayrey,2019-10-15 23:46:36,Madrid. ESPAÑA,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…"
ENDIKA59,2019-10-15 23:46:26,Leganes,"RT @hugomabarca: Fabuloso @ierrejon en #ErrejonEH respondiendo a la enorme hostilidad con argumentos, amabilidad y propuesta."
JoseArroyoRios,2019-10-15 23:45:48,Algeciras / Madrid ,"RT @MasPaisLGTBI: Por fin un político dedica su tiempo a explicar propuestas, desde la calma, el consenso y el diálogo, para conseguir lo m…"
marioelaprendiz,2019-10-15 23:45:33,,"RT @LulydelMar: #tsunamidemocractic
Las fuerzas de seguridad del Estado Español son expertas en reventar manifestaciones y en represión per…"
Kamchatka_H,2019-10-15 23:45:15,España,"RT @DaniPodroz: Gracias, Iñigo!
«España es de todos»

#ErrejonEH https://t.co/3704qWJaYt"
forofilla,2019-10-15 23:44:52,,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn"
lordelacebolla,2019-10-15 23:44:49,,"RT @MasPaisLGTBI: Por fin un político dedica su tiempo a explicar propuestas, desde la calma, el consenso y el diálogo, para conseguir lo m…"
MasPaisLGTBI,2019-10-15 23:43:58,España,"RT @MasPais_Es: 🎥Necesitamos política útil, aquella que es capaz de llegar a acuerdos, incluso con la gente que no piensa exactamente igual…"
Kamchatka_H,2019-10-15 23:43:58,España,"RT @Isolda272: Lo que agradezco a Más País, y la gente que lo está levantando, es que no se conforma. No se resigna a tener razón. 

El ret…"
Crisiswhatcris,2019-10-15 23:43:39,,"RT @MaxiCuello1977: Hoy el niñato dice:
""Venezuela es un desastre"".

#ErrejonEH
Y hace un año...👇👇👇 https://t.co/H6CfaEKFIW"
