user,name,created,tweet,location
todorumba,Fabulero,2019-10-10 23:53:16,"RT @ManhattanManOne: No he podido ver el programa, pero este corte de @Santi_ABASCAL “Yo donaría  primero para el Amazonas, porque la obra…",
astrisc0,fbs,2019-10-10 23:53:15,"RT @RodrigoDdeV13: Y al que no le guste, que no vote Vox pero mediastintas y bienquedas ya tenemos muchos.  Abascal firme en sus opiniones.…",España
Oscarselton1,Oscarselton 2,2019-10-10 23:53:15,RT @OpinionAndNews: @SheltonClyde2 @hermanntertsch @Santi_ABASCAL @PSOE La izquierda ha abusado tanto del guerracivilismo que al abrir la t…,
Antonio32651716,Antonio,2019-10-10 23:53:15,RT @gabrielrufian: Si habéis visto Joker en el cine podéis ver a Abascal en el Hormiguero.,"la Bordeta, Barcelona"
danielortizguer,Ortiz,2019-10-10 23:53:14,"RT @ldpsincomplejos: Pues ha quedado extraordinaria la entrevista a @Santi_ABASCAL. Curiosamente, al que se le veía algo envarado es al pro…",España
arturo_amv15,Iberico,2019-10-10 23:53:14,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo no tengo ningún miedo a las elecciones. Nuestros votantes son los más leales y muchos…",Mallorca
vicfanfatal,Víctor fanfatal 🇪🇸,2019-10-10 23:53:14,"RT @ivanedlm: Trending topics en twitter, ahora mismo
#1. #BoicotElHormiguero
#2. Pablo Motos
#3. Abascal

Qué bien lo vamos a pasar dispar…","London, England"
VisiCat,visi gómez torres,2019-10-10 23:53:13,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…","Güímar, Canary Island"
pallaron12,Flor María Fernández,2019-10-10 23:53:13,"RT @furiainfinita67: @Chupitox1 El Picapiedra ha quedado como un cobarde y un huevón,no le llega a Abascal ni a la suela de los zapatos, pe…","Asturias ,Aviles."
MariaJimenezG_,Mɑɾíɑ,2019-10-10 23:53:12,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",Daimiel - Cuenca
CentoPr,CentoPr,2019-10-10 23:53:12,"RT @SitoJohns: - Monasterio y Espinosa se saltan los precintos
- El prior del Valle de los Caídos niega los restos del dictador
- Tejero ho…",
Astrid5555,Astrid5555,2019-10-10 23:53:11,RT @JovenEuropeo: ¿Quién se cree que es Santiago Abascal pensando que podría ser entrevistado en TV con total normalidad y con el benepláci…,
efebon,Emili Ferrando,2019-10-10 23:53:10,"RT @miguelpasquau: ¿Está entonces también en contra de la adopción por un solo progenitor, aunque sea hetero? 

Abascal, en contra de que l…",
PabloGlez__,Pablitoo,2019-10-10 23:53:10,"RT @NekaneHarta: #SantiagoAbascalEH
Pablo Motos ha intentado por todos los medios que no hubiera humanización de Abascal (como si la hubo c…",VALLADOLID
IreneNote,Ireene ;),2019-10-10 23:53:10,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",
NataliaML98,Natalia Martínez,2019-10-10 23:53:09,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",CARTAGENA
carmenf07722705,carmen fernandez,2019-10-10 23:53:09,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

"" (Sobre la eutanasia) Nos ponen la reflexión sobre Ramón Sampedro, un hombre en pleno us…",
silviaf50094960,silvia dramatical,2019-10-10 23:53:09,RT @AmayaAcosta4: Por fin !! Santiago Abascal en el Hormiguero!!! El si nos representa.#SantiagoAbascalEH,
paqueloleas,Valoremos+la CIENCIA,2019-10-10 23:53:08,"RT @Lince7800: Escándalo en el CASO JUANA RIVAS.
Espero que se tomen medidas urgentes contra la ministra Dolores Delgado.
@ffmateobueno 
@v…",ESPAÑA
IreneAiete,Irene Aiete Fierro,2019-10-10 23:53:08,"RT @WillyTolerdoo: Entonces el terrorista Otegi puede ser entrevistado pero Abascal no, correcto?",
Donaire_Anita,Gran Donaire,2019-10-10 23:53:08,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

"" El objetivo no es desenterrar a Franco. Es la excusa, el objetivo es Felipe VI y aún má…","Zaragoza, España"
ReaoLoas,Joao Reao Loas💜💜,2019-10-10 23:53:07,"RT @_David_Iglesias: Dice Abascal: ""no soy homófobo"". En la frase siguiente afirma que ante una adopción, mejor darle el niño a una familia…",
santiman_spain,"""The Royal Sniper""",2019-10-10 23:53:05,"RT @elentirvigo: Santiago Abascal en 'El Hormiguero': estaban más cómodos cuando Vox no podía defenderse.
El líder de Vox le ganó el pulso…",Madrid
ViajeroMallorca,Viajero,2019-10-10 23:53:04,@PuiggrosAmanda @Santi_ABASCAL Alguien que no siente orgullo de su profesión (un vividor de la política) quiere seg… https://t.co/rnxRMyAfzW,
Davidrr7,David Roldán,2019-10-10 23:53:03,"RT @Adri98RM: A Abascal le han preguntado cosas de su terreno, es decir, le han preguntado lo lógico y lo q tiene muy bien estudiado, le sa…",
FerDuran5,Fernando,2019-10-10 23:53:03,"RT @ExtremoDerecho7: Pablo Motos, sin quererlo, le está haciendo a Abascal la mejor campaña posible haciéndole la entrevista más dura que h…",
leprekat,"《It's Kat, bitches》",2019-10-10 23:53:03,"RT @luciacuervas: Abascal: ""Yo también represento al colectivo homosexual, no se por que se nos acusa de homófobos""  #SantiagoAbascalEH htt…",Spain
Daniel_Correa89,Daniel Correa,2019-10-10 23:53:02,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…","Aranda de Duero, España"
Begoa70698411,Begoña,2019-10-10 23:53:02,@AntOrtAlv @Iberodelsur @Maryaam_rc @vox_es @Santi_ABASCAL @El_Hormiguero Falsch. La Corona es una símbolo. Punto. Sin adjetivos.,
Fernan5tr,Fernando Terrones Martinez,2019-10-10 23:53:02,RT @LaResistencia: Abascal en El Hormiguero y Piqué en La Resistencia. Las dos Españas.,
KVIK007,VIK007🎗🎗🎗,2019-10-10 23:53:02,RT @EuprepioPadula: No te pierdas las declaraciones de este homófobo sobre la adopción. A los homosexuales le tocan los niños que no quiere…,
elenabrito2,Helen,2019-10-10 23:53:02,"RT @Stop2Invasion: #BoicotElHormiguero menos hoy que llevan a @Santi_ABASCAL, líder del admirable partido @vox_es que es quien necesitamos…","Miami, FL"
MartaBucan,Marta Herrera,2019-10-10 23:53:02,"RT @numer344: Corregidme si me equivoco, pero... ¿Aquellos que están pidiendo el boicot a Cuatro por entrevistar a Santiago Abascal, no son…","Caracas, Venezuela"
fimalour,fimalour,2019-10-10 23:53:01,RT @Miguel10403677: @Santi_ABASCAL @El_Hormiguero Hasta por ahí le prohibieron ir? Menudos sinvergüenzas de progres...espero seas lo más vi…,
Tusitala1883,Bob Stevenson,2019-10-10 23:53:01,RT @Isrardi155: Insisto en que esto que ha dicho Abascal es muy importante y se ha hablado muy poco de ello. https://t.co/JitQu72EeB,
HeliopolisPride,Armando🇳🇬,2019-10-10 23:53:00,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo me saqué la licencia de armas para proteger a mi padre en el País Vasco"".

 📢 #Santia…",Ciudad del Betis
JoanFrei,Concerned Citizen @CatalanCouncil,2019-10-10 23:53:00,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",Republic of Catalonia
DIANABLANCA7,Diana Blanca,2019-10-10 23:52:59,RT @JuanfraEscudero: 🗣Dice Abascal en El Hormiguero que defendería la frontera de Melilla con muros más grandes si es necesario y mandaría…,
divergencrites,Divergencrites,2019-10-10 23:52:59,Dice Motos que da más miedo Abascal que Iglesias???😯increíble decir éso aunque seas de izdas.,
FeColao,Fe Colao García,2019-10-10 23:52:58,"RT @Josesan67864527: Bravo por Abascal, a pesar de haber visto a un pablo motos más agresivo que de costumbre. Volveré a votar a vox, y esp…","Asturias, España"
ReaoLoas,Joao Reao Loas💜💜,2019-10-10 23:52:57,RT @protestona1: Cuando Santi Abascal dice que está contra el aborto y que lo quitaría de la sanidad pública lo que realmente quiere decir…,
MarisaVargas_R,MARISA #SiALaVida💙🇪🇸🇪🇸🇪🇸,2019-10-10 23:52:57,RT @AgustinRosety: Hoy Pablo Motos en @Elhormiguero_A3 ha querido hacerse perdonar el “crimen” de entrevistar a @Santi_ABASCAL haciéndole u…,Valencia (Spain)
zzzinezzz,zzzinezzz,2019-10-10 23:52:57,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",madrizzz
IVNSEOANE,Sin complejos,2019-10-10 23:52:57,"@antena3com @Santi_ABASCAL @El_Hormiguero Exactamente, la violencia es violencia independiente del sexo, tipificada… https://t.co/L27qK2pUEp",Toledo
Pablonoyume,パブロ,2019-10-10 23:52:56,"@Encamtado1 @vox_es @Santi_ABASCAL @El_Hormiguero Respecto a la idoneidad de la familia de acogida, veo preferible… https://t.co/nV63TKgYFr",Madrid
robertosssrf,roberto,2019-10-10 23:52:56,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Sí es verdad que el PSOE nos ha utilizado para meter miedo: han dicho barbaridades de no…",Leon
pallaron12,Flor María Fernández,2019-10-10 23:52:55,RT @Maribel67927325: @manuu_lo @JovenEuropeo Abascal lo ha hecho genial https://t.co/BVNzU7Ecgh,"Asturias ,Aviles."
Albuuss__,Bus.🦠,2019-10-10 23:52:55,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",País Valencià. 
vicfanfatal,Víctor fanfatal 🇪🇸,2019-10-10 23:52:55,RT @hermanntertsch: Tiene suerte Motos. Gracias a Santiago Abascal verán el programa quienes jamás lo hacemos. https://t.co/GGj9X1hV7T,"London, England"
Toniiiimooreeno,ANTOOOONIO 🐷,2019-10-10 23:52:54,RT @jesusanchez96: @LaResistencia Ojalá Abascal en la resistencia y en la caja los restos de Franco.,España
PabloPedrero,Pablo Pedrero,2019-10-10 23:52:54,"@Arual_Skizoo @dramario_ Hay gente que no debería que tener cabida en ciertos sitios, pero eso como decía Mario ser… https://t.co/bqrkIc9xlQ",Navalmoral de la Mata / Madrid
KevinGliwinski,Kbir,2019-10-10 23:52:53,"RT @CristoferMm4: Santiago Abascal diciendo que es liberal, abierto y tolerante #SantiagoAbascalEH https://t.co/hVh7b83tUd",En el $
poxolatitobeti,jose carlos,2019-10-10 23:52:53,RT @Aker54503314: #SantiagoAbascalEH Que escándalo Santiago Abascal en televisión... https://t.co/M5TVsANDqJ,salamanca
xufito69,Tellicius,2019-10-10 23:52:53,"RT @Aleelmadridista: #BoicotElHormiguero porque va Santiago Abascal a una cadena privada como antena 3, pero cuando fue el criminal de Oteg…",Madrid
Jomiantedelama1,Jomiantedelamancha,2019-10-10 23:52:52,"RT @rimbaudarth: No os gusta que Martínez Almeida escogiera Notre Dame.

No os gusta que Abascal escoja el Amazonas. 

¿Alguien puede resol…",
ReaoLoas,Joao Reao Loas💜💜,2019-10-10 23:52:52,"RT @noabraspaz: -¿Qué haces, Abascal, preparando la entrevista de esta noche en El Hormiguero?
-Sí, Peter, cosas nazis. #SantiagoAbascalEH…",
HansTaluego,Hans Taluego 🇪🇸 🇪🇺,2019-10-10 23:52:51,"RT @CasoAislado_Es: A ver si se enteran los progres. Pablo Motos no lo ha podido explicar mejor. #SantiagoAbascalEH. ""No sería democrático…","Comunidad Valenciana, España"
israelhaunting,Israelhaunting,2019-10-10 23:52:51,"RT @MaxiCuello1977: Pablo Motos no ha podido disimular su nerviosismo, ha soltado todo su arsenal de 💩 y no ha podido doblegar a un genial…",
capitanrmz,Cap. Ramírez,2019-10-10 23:52:51,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""El otro día hablamos de la emergencia social que viven los españoles: la carestía de la…", Països Tabarneses
josemanuu17,Posti,2019-10-10 23:52:51,RT @LaResistencia: Abascal en El Hormiguero y Piqué en La Resistencia. Las dos Españas.,"Huétor Tájar, España"
lru27,lucía,2019-10-10 23:52:51,RT @BlakeGC: Madre mía si Abascal fue el espermatozoide más rápido no me quiero imaginar cómo sería el lento,"Villanueva de Tapia, España"
sweet45055643,sweet,2019-10-10 23:52:51,"RT @elespanolcom: Abascal, en contra de que los gays adopten: ""Prefiero que el niño tenga un padre y una madre"" https://t.co/WATZLATTWx",
Lusca_Fusca,Lusca_Fusca,2019-10-10 23:52:50,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",
inexposito,inës solo queso,2019-10-10 23:52:50,nos quejamos de abascal en a3 pero poco se habla de dalas en tele5 defendiendo a estela😔,"de La Isla, como Camarón."
martuupalaarr,Martiiii🇮🇨,2019-10-10 23:52:49,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…","Islas Canarias, España"
aitziber02,Aitziber,2019-10-10 23:52:49,"@Ruben211Ng @eledhmel @Santi_ABASCAL Pensaba que vivíamos en una democracia aconfesional, igual tienes que revisar… https://t.co/Z8qrrppzp2",Barakaldo
RontonSTARK,Plaszöw ☭⃠,2019-10-10 23:52:49,"RT @El_Hormiguero: Hoy en El Hormiguero, @Santi_ABASCAL
#SantiagoAbascalEH https://t.co/amrf96PB1g","Bydgoszcz, Polonia"
jorgenv1805,Jorge🐉🇪🇸,2019-10-10 23:52:48,"RT @CasoAislado_Es: A ver si se enteran los progres. Pablo Motos no lo ha podido explicar mejor. #SantiagoAbascalEH. ""No sería democrático…",
JanRod22,ZUZU,2019-10-10 23:52:47,"@megamanrojo @ManhattanManOne @vox_es @Santi_ABASCAL si eres podemita jajaj, que vas a decir",
femieve,Eva🔻,2019-10-10 23:52:47,RT @EuprepioPadula: No te pierdas las declaraciones de este homófobo sobre la adopción. A los homosexuales le tocan los niños que no quiere…,
Partytonia,Patrytonia Power,2019-10-10 23:52:46,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",España
delmonew,David del Moral,2019-10-10 23:52:46,"RT @lopedevegac: Escenario 1:

- Hoy @jordievole entrevistará a @ArnaldoOtegi.

- ¡Bravo! ¡Es libertad de expresión! ¡Tiene derecho!

Escen…",Wroclaw🇵🇱🇪🇺
quelez,TGonzález💝Venezuela 🇻🇪💖🇪🇸,2019-10-10 23:52:46,"RT @ExtremoDerecho7: Pablo Motos, sin quererlo, le está haciendo a Abascal la mejor campaña posible haciéndole la entrevista más dura que h…",La otrora ciudad jardin
WilfredoCNunes,Wilfredo C. Nunes,2019-10-10 23:52:46,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo me saqué la licencia de armas para proteger a mi padre en el País Vasco"".

 📢 #Santia…",Coro Edo. Falcon Venezuela
fmerinerog,fmerinerog,2019-10-10 23:52:46,"@elfigter45 @Esther32837485 @HispaniaSpain @Santi_ABASCAL A esos acosos ya estamos acostumbrados, pero cuando se le… https://t.co/sfW8VBgnxM",
VisiCat,visi gómez torres,2019-10-10 23:52:45,"RT @SitoJohns: - Monasterio y Espinosa se saltan los precintos
- El prior del Valle de los Caídos niega los restos del dictador
- Tejero ho…","Güímar, Canary Island"
Bigi33666152,Bigi,2019-10-10 23:52:44,"@El_Hormiguero @Santi_ABASCAL Tú insistías en el aborto y la eutanacia.

Porqué no pones los vídeos?",
Francisco07_97,francisco,2019-10-10 23:52:44,@albertoi84 @ManhattanManOne @hermanntertsch @Santi_ABASCAL ... Vox de Andalucía. Vaya.,"Sevilla, España"
hfrailep,Héctor Fraile,2019-10-10 23:52:44,"RT @SpainIsComing: Señor Don @Santi_ABASCAL , este señor dice que cuando le escucha le entran ganas de salir corriendo de España, ¿Podría u…",
Hououin_Raurius,Raurius,2019-10-10 23:52:43,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…","A Coruña, Galiza"
JUANLU1974,Juanlu,2019-10-10 23:52:42,"RT @mmiraawinkie: #Motos: Ni quiero reírme, ni inmutarme.

Jamás, Motos ha sido así de frío y seco. Siempre ha sido empático y bromista con…",
bravocycling,José Bravo,2019-10-10 23:52:42,"RT @tortondo: ¡Hoy ha venido a divertirse al Hormiguero Santiago Abascal!
¡Qué salgan Francas y Fachancas!
#SantiagoAbascalEH https://t.co/…",Mallorca
vicfanfatal,Víctor fanfatal 🇪🇸,2019-10-10 23:52:40,"RT @AlvaroBernad: El Hormiguero invita a Santiago Abascal y los demócratas de siempre piden el boicot. 

¿Cuántos cientos de miles de perso…","London, England"
Micadaja,Miguel González,2019-10-10 23:52:40,"@cococrash1212 @IsabelDeCastil7 Ése es su miedo, que la gente vea la Gran Mentira d los que se llaman progres,han i… https://t.co/kQ2j0cNlDO",
andreaardions,Andrea Ardións 📱🏧🇪🇸,2019-10-10 23:52:39,RT @wallstwolverine: Me gustaría ver a Sánchez en el contexto de la dureza de la entrevista que le están haciendo a Abascal. No sabría dónd…,La Coruña
tomas_piza3,Tomás Hernández.,2019-10-10 23:52:38,"RT @lopedevegac: Escenario 1:

- Hoy @jordievole entrevistará a @ArnaldoOtegi.

- ¡Bravo! ¡Es libertad de expresión! ¡Tiene derecho!

Escen…",
luengo_el,flaca Luengo,2019-10-10 23:52:38,"RT @eSPAINews: 📢 @Santi_ABASCAL, hoy en @El_Hormiguero: «Defendería la frontera de #Melilla con muros más grandes si es necesario y en segu…",
astrisc0,fbs,2019-10-10 23:52:38,"RT @ftarrio: En mi opinión, Motos (y no solo él) no estaba preparado para enfrentarse cara a cara con alguien que mira siempre a los ojos y…",España
QUASCODAIS1,QUÉASCODAIS,2019-10-10 23:52:37,"RT @carnecrudaradio: ""Vox no es un partido más para ir ahí con Trancas y Barrancas y la química. Eso es normalizar a la extrema derecha"".…",
LoloBelmonte,Lolo Marquez Belmonte,2019-10-10 23:52:37,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo me saqué la licencia de armas para proteger a mi padre en el País Vasco"".

 📢 #Santia…","Algeciras, España"
Guajeni10,Jeniffer Maestro,2019-10-10 23:52:37,"RT @_David_Iglesias: Dice Abascal: ""no soy homófobo"". En la frase siguiente afirma que ante una adopción, mejor darle el niño a una familia…",Valencia
IsraelSalasJim1,Israel Salas Jiménez,2019-10-10 23:52:37,"RT @Pili130373: No es por nada... 
Pero @Santi_ABASCAL se está cenando a Pablo Motos con ""papas y guarnición"".🤣🤣🤣🤣🤣
Que grande eres Santi!!…","Las Palmas, Islas Canarias"
Jangelfd,🇪🇸Javier A. Fdez.🇪🇸,2019-10-10 23:52:36,RT @Isrardi155: Insisto en que esto que ha dicho Abascal es muy importante y se ha hablado muy poco de ello. https://t.co/JitQu72EeB,España
Ramapetrea,Ramon Martin Barroso #VOX,2019-10-10 23:52:36,"RT @eledhmel: Pablo Motos: ""Pareces tan bueno...""
@Santi_ABASCAL: ""Es que soy bueno"".

Doy fe.

#SantiagoAbascalEH https://t.co/vZFouRWZrr",
IreneAiete,Irene Aiete Fierro,2019-10-10 23:52:35,"RT @AngelBaena5: Somos muchos los españoles que hacemos todos los días #BoicotElHormiguero. Pero hoy, por ser Abascal, un hombre que defien…",
PabloGlez__,Pablitoo,2019-10-10 23:52:34,"RT @ManhattanManOne: No he podido ver el programa, pero este corte de @Santi_ABASCAL “Yo donaría  primero para el Amazonas, porque la obra…",VALLADOLID
alobaran1978,Antonio Alonso,2019-10-10 23:52:34,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…","Quintana Roo, México"
paaatriyeso,Patyuska,2019-10-10 23:52:33,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",🇮🇨
Aliymos,Ange,2019-10-10 23:52:33,"RT @casasola_89: Abascal: ""Prefiero que un niño tenga un padre y una madre""
Y yo prefiero que VOX no exista, pero... 
#BoicotElHormiguero #…",
15letrasMaximo,Uno que va y dice,2019-10-10 23:52:33,RT @GonzaloFC10: La primera vez que Pablo Motos no se divierte en 'El Hormiguero': críticas por su tensa entrevista a Abascal https://t.co/…,
sherryflox,Sherry,2019-10-10 23:52:32,RT @chuckiclampy: Increíble lo de El Hormiguero invitando a Santiago Abascal. Cómo ha bajado de calidad. Antes era un programa con debates…,Catalunya - Barcelona (VNG)
vicfanfatal,Víctor fanfatal 🇪🇸,2019-10-10 23:52:31,"RT @elentirvigo: Izquierdistas piden boicotear un programa de televisión porque invita a Santiago Abascal, que es diputado y un demócrata q…","London, England"
gosalbez98,alex,2019-10-10 23:52:28,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…","Córdoba, España"
76T34,t34-76,2019-10-10 23:52:26,"RT @carnecrudaradio: ""Vox no es un partido más para ir ahí con Trancas y Barrancas y la química. Eso es normalizar a la extrema derecha"".…",
DMadridista13,Ďẳ٧îÐ Madridista!,2019-10-10 23:52:26,RT @puigmelont: Abascal en El Hormiguero. https://t.co/cJBYHeLYp9,
MiguelJimnezGo4,Miguel Jiménez Gonzalez,2019-10-10 23:52:26,"@AntonioMaestre Ni es el momento ni las formas
El periodista tiene que asumir su responsabilidad. Ser consciente de… https://t.co/UAa3tlCZ6s",
femieve,Eva🔻,2019-10-10 23:52:25,"RT @loveheslow: pablo motos: eres facha? 

abascal: 

#SantiagoAbascalEH https://t.co/ol71giGWFg",
ggilgomez,Guadalupe,2019-10-10 23:52:24,"RT @f_corona: #SantiagoAbascalEH Motos quería convertir la entrevista de Abascal en una caricatura pero es él que ha quedado retratado!

Br…",España
KevinDukeZ,Kevin,2019-10-10 23:52:24,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,
Ismorrovic,🇪🇸IsMoR🇪🇸,2019-10-10 23:52:22,"RT @RodrigoDdeV13: @Jorgebuxade @Santi_ABASCAL @vox_es ""Con Vox los violadores reincidentes no saldrían a la calle"". 
Defensa real de la mu…",España
detectivepikis,Cortana,2019-10-10 23:52:21,RT @JosManuelPuent5: No veréis una noticia así en el resto de partidos como los @populares y el @psoe donde subirse el sueldo y venir a la…,
santiman_spain,"""The Royal Sniper""",2019-10-10 23:52:21,RT @hermanntertsch: Tiene suerte Motos. Gracias a Santiago Abascal verán el programa quienes jamás lo hacemos. https://t.co/GGj9X1hV7T,Madrid
emilio_valero,EV,2019-10-10 23:52:20,"RT @ldpsincomplejos: Pues ha quedado extraordinaria la entrevista a @Santi_ABASCAL. Curiosamente, al que se le veía algo envarado es al pro…",España
Francisco07_97,francisco,2019-10-10 23:52:20,@albertoi84 @ManhattanManOne @hermanntertsch @Santi_ABASCAL 🤔 ¿Que tiene que ver Maduro con esto? Creo que no sabes… https://t.co/lQvO98kjHD,"Sevilla, España"
aguactenshen,el rabo de yung beef,2019-10-10 23:52:19,RT @KaleLaurant: Abascal gilipollas,"Albacete, España"
macor972,Mc,2019-10-10 23:52:19,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""¿Cómo me va a molestar a mí que dos gays se besen por la calle? De ninguna manera"".

 📢…",EL MUNDO
leprekat,"《It's Kat, bitches》",2019-10-10 23:52:19,"RT @pasanospoco: -Pero dime la verdad Santi, ¿Tú eres fascista?

Abascal
Pablo Motos
#BoicotElHormiguero 
#SantiagoAbascalEH https://t.co/0…",Spain
IgorMontes_,Igor Montes,2019-10-10 23:52:18,@choqueraa @NancyRencor @ConLloni @Ludger86 @nievesmndez @AnabelAlonso_of Más bien abascal me come la polla,"Madrid, España"
ramon1953uc,"RAY ,,, #1.808",2019-10-10 23:52:18,"RT @Misssione: @ramon1953uc @falcarazfer Lo sabe hasta mi perra
¡¡Pedro Sánchez siente pánico con sólo pensar en ponerse, cara a cara, con…",Spain
MarisaVargas_R,MARISA #SiALaVida💙🇪🇸🇪🇸🇪🇸,2019-10-10 23:52:17,"RT @Alberto__Ans: @antena3com @vox_es @Santi_ABASCAL @El_Hormiguero Ahora cuando vaya Pablo Iglesias le preguntáis por el comunismo, el cha…",Valencia (Spain)
IsraelSalasJim1,Israel Salas Jiménez,2019-10-10 23:52:17,"RT @NekaneHarta: #SantiagoAbascalEH
Pablo Motos ha intentado por todos los medios que no hubiera humanización de Abascal (como si la hubo c…","Las Palmas, Islas Canarias"
mestremanuel,Manuel Mestre Barea,2019-10-10 23:52:16,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo no admito lecciones de un partido como el PSOE que, con esas mismas siglas, viene a d…",
Knavish_OW,Knavish 🇪🇺,2019-10-10 23:52:16,"@WOOLD_OW Arreglado, estudios afirman que no tiene ningún tipo de importancia y que a nivel de desarrollo y demás e… https://t.co/PHDGkUAolT",Palma de Mallorca
MartinaBurgos15,Martina Burgos,2019-10-10 23:52:15,@vox_es @Santi_ABASCAL @El_Hormiguero A ver si al resto de candidatos les mete la misma caña porque ha tirado a mat… https://t.co/2SRdvKqLGZ,
detectivepikis,Cortana,2019-10-10 23:52:15,RT @IsaacParejo: Estoy seguro que lo de haber llevado a Otegi a TVE era una estrategia para dejar al descubierto la repugnante y vomitiva v…,
javidg95,JD,2019-10-10 23:52:14,RT @puigmelont: Abascal en El Hormiguero. https://t.co/cJBYHeLYp9,SALAMANCA ESPAÑA
migueling_,Miguelin,2019-10-10 23:52:13,RT @EuprepioPadula: No te pierdas las declaraciones de este homófobo sobre la adopción. A los homosexuales le tocan los niños que no quiere…,"Jaén, España"
diegovalera2000,Diego Valera,2019-10-10 23:52:13,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…","Caracas, Venezuela"
Jhonwii_4,MartinezJohn,2019-10-10 23:52:11,RT @javihilfiger1: Muy tranquilo esta el progresismo hoy despues de la exhibición de don santiago abascal,Sosas de Laciana
ldga123456,Luis Daniel González Abreu,2019-10-10 23:52:10,RT @AgustinRosety: Hoy Pablo Motos en @Elhormiguero_A3 ha querido hacerse perdonar el “crimen” de entrevistar a @Santi_ABASCAL haciéndole u…,
photo_rofe,rofe,2019-10-10 23:52:10,@El_Hormiguero @Santi_ABASCAL Pablo de creerse siempre la estrella del programa...hoy con Abascal se ha estrellado,En este Planeta llamado Tierra
yackperez,YackPerez,2019-10-10 23:52:10,RT @Isrardi155: Insisto en que esto que ha dicho Abascal es muy importante y se ha hablado muy poco de ello. https://t.co/JitQu72EeB,Desubicado
bfrigols,Borja,2019-10-10 23:52:09,"RT @eledhmel: .@Santi_ABASCAL: ""Nosotros defendemos a las mujeres porque queremos que los violadores estén en la cárcel y no queremos que o…",Valencia
Aliymos,Ange,2019-10-10 23:52:08,"RT @pasanospoco: -Pero dime la verdad Santi, ¿Tú eres fascista?

Abascal
Pablo Motos
#BoicotElHormiguero 
#SantiagoAbascalEH https://t.co/0…",
PabloGlez__,Pablitoo,2019-10-10 23:52:08,RT @puigmelont: Abascal en El Hormiguero. https://t.co/cJBYHeLYp9,VALLADOLID
