user,name,created,tweet,location
lulucieernaga,Lucía•,2019-10-10 23:57:59,"RT @reeichelk: “No entiendo por qué nos llaman homófobos” -Santiago Abascal, 2019
#SantiagoAbascalEH https://t.co/dEM3GKS6VR",
cactus24607848,cac_tus,2019-10-10 23:57:59,@vox_es @Santi_ABASCAL @El_Hormiguero Despreciable a estado esta noche el sectario Motos.,España
CeliaCoria33,Celia,2019-10-10 23:57:59,RT @Aker54503314: #SantiagoAbascalEH Que escándalo Santiago Abascal en televisión... https://t.co/M5TVsANDqJ,
Lluna_ebs,Elena Ballester i Sunyé,2019-10-10 23:57:59,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",
miguel1urga,Miguel,2019-10-10 23:57:58,"RT @El_Hormiguero: Hoy en El Hormiguero, @Santi_ABASCAL
#SantiagoAbascalEH https://t.co/amrf96PB1g",
Skorpionss,JAL,2019-10-10 23:57:57,"RT @El_Hormiguero: Hoy en El Hormiguero, @Santi_ABASCAL
#SantiagoAbascalEH https://t.co/amrf96PB1g","Torremolinos, España"
Megawif,Mega,2019-10-10 23:57:57,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

A Pablo Motos: ""Estoy preocupado porque has dicho que tenemos sólo 2 diputados en el Cong…",Embajadores fuera!
aje_aguirre,Angeles Aguirre,2019-10-10 23:57:56,@viremi06 @uriahee @Santi_ABASCAL Sanchez no quiere ir!,
Davidreanse,David A,2019-10-10 23:57:55,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",
celiabellidoc,Celia Bellido,2019-10-10 23:57:54,"RT @ivanypunto2014: Muy vergonzosa la entrevista. Sacando temas populistas y tratando de dejar mal a Santiago Abascal. Economia, trabajo, s…",
silvestrecm1968,Silvestre Caravaca,2019-10-10 23:57:54,"RT @revol_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda…","Totana, España"
Torero__,Bullfighter,2019-10-10 23:57:53,"RT @JuanfraEscudero: 🗣Santiago Abascal, @Santi_ABASCAL, está demostrando ser una persona con gran patriotismo, una persona buena, con un gr…",Spain
sofials51,s o f i a,2019-10-10 23:57:52,"RT @victuabfe: @eledhmel @Santi_ABASCAL Mi cuerpo, mi coño, MIS normas. Nadie deberia poder opinar sobre lo que hago con mi cuerpo, con MI…","Andalucía, España"
danisalvita,Daniel a secas de vox❤🇪🇦😘🇪🇦❤,2019-10-10 23:57:51,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…","Getafe, España"
sotsproject,Oriol Soto,2019-10-10 23:57:51,"RT @Ibai_93: Personalmente, no creo que entrevistar a Santiago Abascal sea un bajón de calidad, dignidad o ética respecto al nivel habitual…","Toronto, Ontario"
Eloy_Gomez_Kemp,Eloy Gómez Kemp,2019-10-10 23:57:49,"#SantiagoAbascalEH Lo que no entiendo es porqué si Santiago Abascal no es racista ni xenófobo, hay tanta gente en l… https://t.co/yfrq9OJTpP",
jfpvilla,JUAN FRAN,2019-10-10 23:57:48,"RT @CasoAislado_Es: Contundentes palabras de Santiago Abascal, presidente de @vox_es, durante su intervención en El Hormiguero. #SantiagoAb…",
ec_bsu,EC_BSU,2019-10-10 23:57:48,"RT @elentirvigo: Izquierdistas piden boicotear un programa de televisión porque invita a Santiago Abascal, que es diputado y un demócrata q…",
Megawif,Mega,2019-10-10 23:57:48,"RT @Jorgebuxade: @Santi_ABASCAL: 

“Entre Notre Dame y el Amazonas defendería antes el Amazonas porque creo más en la obra de Dios que en l…",Embajadores fuera!
managuac,Orencio Mariñas,2019-10-10 23:57:47,"RT @managuac: @PodChamberi @Santi_ABASCAL No es cuestión de monarquía, Presidente, parlamentarios, es cuestión de ciudadanos educados e int…",
Nouveaux_Mots,Queen Patata 💙🦁,2019-10-10 23:57:47,RT @chuckiclampy: Increíble lo de El Hormiguero invitando a Santiago Abascal. Cómo ha bajado de calidad. Antes era un programa con debates…,@disasteroflive canadado
IreneAiete,Irene Aiete Fierro,2019-10-10 23:57:46,"RT @ManuJFdez: @El_Hormiguero @Santi_ABASCAL @vox_es Habéis empezado por el mejor para los españoles, para la #EspañaQueMadruga , con Santi…",
_SofiaAlonso,Sofia,2019-10-10 23:57:44,RT @EuprepioPadula: No te pierdas las declaraciones de este homófobo sobre la adopción. A los homosexuales le tocan los niños que no quiere…,
CTrivez,Carlos Trivez 🔻,2019-10-10 23:57:44,"RT @carnecrudaradio: ""Vox no es un partido más para ir ahí con Trancas y Barrancas y la química. Eso es normalizar a la extrema derecha"".…",con @InesMyfairladdy
GFnoelia,Noelia G.,2019-10-10 23:57:44,RT @chuckiclampy: Increíble lo de El Hormiguero invitando a Santiago Abascal. Cómo ha bajado de calidad. Antes era un programa con debates…,"Madrid, Comunidad de Madrid"
oscardnv,Oscar Nieto,2019-10-10 23:57:43,"RT @ManhattanManOne: No he podido ver el programa, pero este corte de @Santi_ABASCAL “Yo donaría  primero para el Amazonas, porque la obra…",
Mooraalees10,👑,2019-10-10 23:57:43,RT @LaResistencia: Abascal en El Hormiguero y Piqué en La Resistencia. Las dos Españas.,🇪🇸
Gran_Sagitario,El Gran Todo,2019-10-10 23:57:42,@TerradellasS @vox_es @Santi_ABASCAL @El_Hormiguero Eso es lo que piensas tú?,Sevilla
montserodrigue7,montserodriguez,2019-10-10 23:57:42,RT @eledhmel: Los que piden #BoicotElHormiguero porque va @Santi_ABASCAL son los mismos que vieron encantados a Otegi en distintos programa…,
NaomiMaurera,Naomi Maurera,2019-10-10 23:57:42,RT @marcosgoldc: Que opinan de las palabras de #SantiAbascal? ✊⤵️⤵️ #AbascalEH #ElHormiguero #BoicotAlHormiguero #Abascal #hormiguero #VOXA…,Ecuador
NinochkaLibre,Ninochka 💚🇪🇸💚,2019-10-10 23:57:40,"RT @vox_es: 📺 Esta noche a las 21:45, @Santi_ABASCAL estará en 
@El_Hormiguero de @antena3com 

📲 Puedes seguirlo aquí en directo ➡ https:/…",
pedroguaita,pedro guaita,2019-10-10 23:57:40,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Para mi un progre es el que intenta dictar lo que es correcto. Yo nunca he sido fascista…",Venezuela/brasil/Copiapó Chile
managuac,Orencio Mariñas,2019-10-10 23:57:40,RT @managuac: @PodChamberi @Santi_ABASCAL Lo interesante es que las naciones con Emperadores y Reyes son de la más más adelantadas del Plan…,
AgusIbentancur,Agus_ibentancur,2019-10-10 23:57:39,RT @LaResistencia: Abascal en El Hormiguero y Piqué en La Resistencia. Las dos Españas.,
thebestloli,lol,2019-10-10 23:57:38,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",
davidnurod,David,2019-10-10 23:57:37,RT @EuprepioPadula: No te pierdas las declaraciones de este homófobo sobre la adopción. A los homosexuales le tocan los niños que no quiere…,"Sevilla, Andalucía"
__Haridian__,Haridian,2019-10-10 23:57:37,"RT @MisterDBunker: Entrevistan a Abascal en una tele privada que no nos cuesta un duro: boicot.

Entrevistan a Otegi en una tele pública qu…",
jfman49,José Fernández,2019-10-10 23:57:37,"RT @eldiarioes: Piden en redes el #BoicotElHormiguero por entrevistar a Santiago Abascal y ""blanquear"" a Vox https://t.co/DM1JpYlvZQ",
Jossa5,Jose lopez,2019-10-10 23:57:36,RT @LaResistencia: Abascal en El Hormiguero y Piqué en La Resistencia. Las dos Españas.,
Davidreanse,David A,2019-10-10 23:57:35,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""En Vistalegre apelé sobre todo a la reconciliación nacional. No puede venir nadie a dict…",
NEGRITA0007,LA MAMIII🌻🌻🌻❤❤❤,2019-10-10 23:57:35,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo me saqué la licencia de armas para proteger a mi padre en el País Vasco"".

 📢 #Santia…",
chrystelle98,chrystelle,2019-10-10 23:57:35,"Cómo Abascal, que está en contra de que los migrantes vivan de ayudas públicas, pero él lleva viviendo del dinero p… https://t.co/4Kssvh4U46","Madrid, Comunidad de Madrid"
AitorSnake,AitorSnake,2019-10-10 23:57:34,RT @LaResistencia: Abascal en El Hormiguero y Piqué en La Resistencia. Las dos Españas.,España/Barcelona/Badalona
jorgenv1805,Jorge🐉🇪🇸,2019-10-10 23:57:34,RT @wallstwolverine: En mi opinión balance positivo de la entrevista de Abascal. Hay que tener muy claro quién es el potencial votante de V…,
JUANLU1974,Juanlu,2019-10-10 23:57:34,"RT @Teto1316: Saben porque la izquierda no quiere que Abascal vaya ésta noche al Hormiguero???
Porque el televidente verá a un hombre:
Educ…",
IreneAiete,Irene Aiete Fierro,2019-10-10 23:57:34,"RT @Makinavajo: @El_Hormiguero @Santi_ABASCAL @vox_es El político q necesita esta España enferma. 
#EquiparacionYa #FalsaEquiparacion
#ILPJ…",
luengo_el,flaca Luengo,2019-10-10 23:57:34,"RT @JONHCRISTO: Espero cuando vaya iglesias. Le preguntes por su apoyo a proetarras, Venezuela, por su ídolo Che Guevara, el odio hacia las…",
mestremanuel,Manuel Mestre Barea,2019-10-10 23:57:33,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""En Vistalegre apelé sobre todo a la reconciliación nacional. No puede venir nadie a dict…",
omotor6,OMotor6,2019-10-10 23:57:33,"RT @SergioRevolS: Santiago Abascal equipara comunismo y fascismo, exactamente igual que la mitad de los progres que se autodenominan de izq…",República Española
bolloshipper_,eva. 🏳️‍🌈🕊,2019-10-10 23:57:32,RT @protestona1: Cuando Santi Abascal dice que está contra el aborto y que lo quitaría de la sanidad pública lo que realmente quiere decir…,"Madrid, Comunidad de Madrid"
jorgenv1805,Jorge🐉🇪🇸,2019-10-10 23:57:32,"RT @wallstwolverine: Obviamente el progre medio estará echando bilis, pero es que Abascal no busca agradar al progre medio. Para eso ya est…",
Megawif,Mega,2019-10-10 23:57:32,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",Embajadores fuera!
sarizor,Sarizor🔻,2019-10-10 23:57:32,"RT @carnecrudaradio: ""Vox no es un partido más para ir ahí con Trancas y Barrancas y la química. Eso es normalizar a la extrema derecha"".…"," Blanes, Girona"
TempleCaballero,Caballero del Temple,2019-10-10 23:57:32,RT @El_Hormiguero: Comenzamos la ronda de visitas políticas de cara a las elecciones del próximo 10 de Noviembre. Esta noche nos visita @Sa…,
ec_bsu,EC_BSU,2019-10-10 23:57:32,RT @JuanfraEscudero: 🗣️Los que critican que Pablo Motos entreviste a Santiago Abascal son los mismos que decían que Otegi tenía derecho a s…,
AYPLCDM,Traidor a España🔻☭🌱🇵🇹🇻🇪🎗 #47akHerrian,2019-10-10 23:57:31,@adri_h_roman @eledhmel @AliciaManresa @Santi_ABASCAL Quitando las ayudas para defender a las mujeres maltratadas s… https://t.co/qxrYZA7ElD,Euskalerria 🌐 Portugal
LAGOCHAMARACAY,MARIA GONZALEZ,2019-10-10 23:57:31,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…","Güigüe, Venezuela"
ProVida_ProVox,Helensky † 💚,2019-10-10 23:57:30,@areslogia @ManhattanManOne @vox_es @Santi_ABASCAL Preciosa imagen.,No leo DM
cuscomita6254,Ramon 🇪🇦🇪🇦,2019-10-10 23:57:30,"RT @Huckleberry1968: @uriahee Un canijo sacando solamente los temas que pican a la desnortada progresía, y Abascal siendo sincero y no polí…",Zamora/Madrid-Torrelodones.
simplelifevicky,~ | Toska | ~,2019-10-10 23:57:29,"RT @ivanypunto2014: Muy vergonzosa la entrevista. Sacando temas populistas y tratando de dejar mal a Santiago Abascal. Economia, trabajo, s…",Ponferrada. Valladolid
isramadrigal,Israel Madrigal ن,2019-10-10 23:57:29,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Sí, he toreado pero sin muerte. Y se me secó la boca más que en ésta entrevista"".

 📢 #S…","Pinto (Madrid), España"
LLASOLI,Llanero solitario,2019-10-10 23:57:29,"RT @3PuntosColega3: Pablo Motos se ha llevado una lección.Pretender hundir a alguien con odio,y retratarte a ti mismo como un ser triste y…",
IreneAiete,Irene Aiete Fierro,2019-10-10 23:57:28,"RT @LocreoNome: @El_Hormiguero @Santi_ABASCAL @vox_es Es conveniente que motos cague antes de hacer la entrevista que le ha escrito roures,…",
patrimjf,Patri,2019-10-10 23:57:28,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",
Bigi33666152,Bigi,2019-10-10 23:57:28,RT @TribY2489: @carlosbaute @El_Hormiguero Honestidad? Casi pidiendo perdon por el Hecho de invitar a Santiago? Y poniendo escusas de que p…,
Megawif,Mega,2019-10-10 23:57:27,"RT @CasoAislado_Es: Contundentes palabras de Santiago Abascal, presidente de @vox_es, durante su intervención en El Hormiguero. #SantiagoAb…",Embajadores fuera!
AlbaGonzalezHid,alba gonzalez,2019-10-10 23:57:26,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",Alicante
Flori2012,Flori,2019-10-10 23:57:26,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,
marisaa08,Marisa,2019-10-10 23:57:25,"RT @AgustinRosety: A nadie le han hecho una entrevista en el hormiguero como la que le han hecho hoy a @Santi_ABASCAL 

Y ha salido más que…",
senrike11098,Senrike,2019-10-10 23:57:24,"RT @lopedevegac: Escenario 1:

- Hoy @jordievole entrevistará a @ArnaldoOtegi.

- ¡Bravo! ¡Es libertad de expresión! ¡Tiene derecho!

Escen…","Triana, Sevilla"
Republic451,Auslandër Republic 451,2019-10-10 23:57:23,RT @gonnassau: Han violado a una chica en un programa de Tele 5 y le ibais a hacer el boicot al programa de Antena 3 por entrevistar a Abas…,MENA City
ManuPumares,Manu,2019-10-10 23:57:22,RT @ToniSantaella1: Abascal ha dicho que es comunista en el hormiguero #SantiagoAbascalEH https://t.co/dhs62zLEMh,Xixón
Elcamisetas_com,💀 EL CAMISETAS 💀,2019-10-10 23:57:22,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…","Madrid, Comunidad de Madrid"
alexfabricionav,Alex,2019-10-10 23:57:22,RT @EuprepioPadula: No te pierdas las declaraciones de este homófobo sobre la adopción. A los homosexuales le tocan los niños que no quiere…,"Madrid, Comunidad de Madrid"
carmenglezr,carmen gonzalez,2019-10-10 23:57:19,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…","Nueva York, USA"
LuciaAcevedo97,Luchi ☾,2019-10-10 23:57:19,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",Endless Road 7058
antiafervenza,Antía⚜️,2019-10-10 23:57:18,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",
pausiguenzabidw,Pau Sigüenza Bidwell,2019-10-10 23:57:18,"@eledhmel @Santi_ABASCAL Vidas de menos de 2 meses en el vientre pero europeos, personas. Vidas desarrolladas ya pe… https://t.co/cuqE6TYGp2","Elche, España"
albertoi84,Alberto I. Gallardo,2019-10-10 23:57:18,@AhPues @ManhattanManOne @hermanntertsch @Santi_ABASCAL Repase esa sintaxis. No contesto frases ininteligibles por… https://t.co/MHkpFBZI7v,"Santiago de Compostela, España"
TransUPM,"Transparencia UPM ""¡Qué república ni que collons!""",2019-10-10 23:57:18,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,ESPAÑA con Ñ como siempre
Davidreanse,David A,2019-10-10 23:57:17,RT @janogarcia_: Qué triste que Pablo Motos tenga que justificar la invitación a @Santi_ABASCAL porque una banda totalitaria quiere impedir…,
corzo591,@corzo59,2019-10-10 23:57:17,"RT @Sancar2019: HOY JUEVES, SALE @Santi_ABASCAL EN EL HORMIGUERO.

¿VAS A VER EL PROGRAMA?

🔃🇪🇸💚RT🇪🇸💚🔃","Barcelona, España"
AitorIrurezube,Aitor Iruretagoyena,2019-10-10 23:57:16,@RGP_999 @perlalaura @El_Hormiguero @Santi_ABASCAL Yo soy afiliado a Vox y creo que el aborto hay que limitarlo al… https://t.co/GatKAPyOzJ,
Megawif,Mega,2019-10-10 23:57:16,"RT @ivanypunto2014: Muy vergonzosa la entrevista. Sacando temas populistas y tratando de dejar mal a Santiago Abascal. Economia, trabajo, s…",Embajadores fuera!
ec_bsu,EC_BSU,2019-10-10 23:57:16,"RT @JOSEMANUELSOTO1: Pablo 🏍 ha hecho lo q debe hacer un periodista, q es intentar poner contra las cuerdas al político, (cosa q no suele h…",
Gran_Sagitario,El Gran Todo,2019-10-10 23:57:15,@Dani6il @vox_es @Santi_ABASCAL @El_Hormiguero Date cuenta que entre los traidores de izquierdas y los otros traido… https://t.co/8kfzmqMPt3,Sevilla
TaniaCSampedro,TC,2019-10-10 23:57:15,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",Terra da Chispa.
LAGOCHAMARACAY,MARIA GONZALEZ,2019-10-10 23:57:14,"RT @eledhmel: .@Santi_ABASCAL: ""Nosotros defendemos a las mujeres porque queremos que los violadores estén en la cárcel y no queremos que o…","Güigüe, Venezuela"
Arimh__,Arancha 🔥,2019-10-10 23:57:14,RT @EuprepioPadula: No te pierdas las declaraciones de este homófobo sobre la adopción. A los homosexuales le tocan los niños que no quiere…,
Francisco07_97,francisco,2019-10-10 23:57:14,"@vox_es @albertoi84 @Santi_ABASCAL @El_Hormiguero Vamos, como los yankis locos, lo próximo que va a ser que veamos… https://t.co/AigK9KoFgj","Sevilla, España"
Isvehr54,Isvelia Hernández,2019-10-10 23:57:13,"RT @ManhattanManOne: No he podido ver el programa, pero este corte de @Santi_ABASCAL “Yo donaría  primero para el Amazonas, porque la obra…",
IreneAiete,Irene Aiete Fierro,2019-10-10 23:57:11,RT @bertrandmyd: @El_Hormiguero @Santi_ABASCAL @vox_es Estaré en el plato viendo al presidente en directo!!! Una gozada👏👏👏👏👏👍,
jgimeno93,Juanjo Gimeno,2019-10-10 23:57:10,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""¿Cómo me va a molestar a mí que dos gays se besen por la calle? De ninguna manera"".

 📢…",Ontinyent
mestremanuel,Manuel Mestre Barea,2019-10-10 23:57:10,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",
PieryCat,#GolpeDeEstadoEnPeru,2019-10-10 23:57:10,"RT @RenattoBautista: «La obra de Dios es más importante que la obra del humano».
Grande Abascal.
¿Habrá político peruano que hable así de c…",Orion
divergencrites,Divergencrites,2019-10-10 23:57:09,"Qué preguntistas de Motos intentando que Abascal le diga que es xenófobo, homófobo, racista....pero es imposible qu… https://t.co/nqA9BOTHk6",
PableitorESP,🎃👻Sooky Pableitor👻🎃,2019-10-10 23:57:09,RT @jesusanchez96: @LaResistencia Ojalá Abascal en la resistencia y en la caja los restos de Franco.,Madrid
morella_b,morella malave b,2019-10-10 23:57:09,"RT @CasoAislado_Es: A ver si se enteran los progres. Pablo Motos no lo ha podido explicar mejor. #SantiagoAbascalEH. ""No sería democrático…",
madridistareal9,MADRIDISTAREAL,2019-10-10 23:57:09,RT @wallstwolverine: Hoy Santiago Abascal tiene una gran oportunidad para poder mostrar lo injusta que es la demonización mediática que se…,
PeJoTa_mlj,PeJota,2019-10-10 23:57:08,"RT @LAURAGALAN81: Espero que Pablo Motos  utilice el mismo tono y formas con el resto de los ""políticuchos"" que lleve a su programa.
Orgull…","Segovia, España"
DenisVdoctoR,Dioni Cage,2019-10-10 23:57:07,RT @LaResistencia: Abascal en El Hormiguero y Piqué en La Resistencia. Las dos Españas.,"Salamanca, España"
timeo_danaos_g,Jimena,2019-10-10 23:57:07,"RT @Lightbeing10: Debería tener récord de audiencia.  Y quién no quiera verlo, en vez de criticar a los que lo quieren hacer, hay más opcio…",
Megawif,Mega,2019-10-10 23:57:06,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""El otro día hablamos de la emergencia social que viven los españoles: la carestía de la…",Embajadores fuera!
PabloGlez__,Pablitoo,2019-10-10 23:57:05,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""El otro día hablamos de la emergencia social que viven los españoles: la carestía de la…",VALLADOLID
libertadcan,Sofia,2019-10-10 23:57:05,@MBarraganL @Santi_ABASCAL @El_Hormiguero @AgustinRosety @sanchezdelreal @madrid_vox @VOX_Badajoz @vox_es Siempre sensacional,
MariPria07,Mari Pria,2019-10-10 23:57:04,"RT @AgustinRosety: A nadie le han hecho una entrevista en el hormiguero como la que le han hecho hoy a @Santi_ABASCAL 

Y ha salido más que…",
JuanMartMart,Juan Martin Martin,2019-10-10 23:57:03,"@Jfdezgo90 @Santi_ABASCAL @El_Hormiguero Que tonterias dices. Das pena, mucha pena.",
mayca02,Mayca asensio,2019-10-10 23:57:02,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo no tengo ningún miedo a las elecciones. Nuestros votantes son los más leales y muchos…",
CarmenPaume,Carmen Palma,2019-10-10 23:57:02,"RT @tortondo: ¡Hoy ha venido a divertirse al Hormiguero Santiago Abascal!
¡Qué salgan Francas y Fachancas!
#SantiagoAbascalEH https://t.co/…","Sevilla, España"
losunnicornios,Sam,2019-10-10 23:57:00,RT @elektr0geist: Lo único de la entrevista a Abascal en El Hormiguero que deberíais ver. https://t.co/xdC5zYpunY,Madrid
arturo_amv15,Iberico,2019-10-10 23:57:00,"RT @ldpsincomplejos: Pues ha quedado extraordinaria la entrevista a @Santi_ABASCAL. Curiosamente, al que se le veía algo envarado es al pro…",Mallorca
mestremanuel,Manuel Mestre Barea,2019-10-10 23:57:00,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""El otro día hablamos de la emergencia social que viven los españoles: la carestía de la…",
LAGOCHAMARACAY,MARIA GONZALEZ,2019-10-10 23:56:59,RT @jmdelalamo: Ha sido la entrevista más seria que ha hecho El Hormiguero nunca. Es probable que la de los otros candidatos tenga otro ton…,"Güigüe, Venezuela"
juzgadoalex,ALEX,2019-10-10 23:56:58,RT @puigmelont: Abascal en El Hormiguero. https://t.co/cJBYHeLYp9,"18.48114,-69.942603"
TBHForocoches,Tio Blanco Hetero Forocochero,2019-10-10 23:56:58,RT @jmdelalamo: Ha sido la entrevista más seria que ha hecho El Hormiguero nunca. Es probable que la de los otros candidatos tenga otro ton…,
jorgenv1805,Jorge🐉🇪🇸,2019-10-10 23:56:58,"RT @ExtremoDerecho7: Pablo Motos, sin quererlo, le está haciendo a Abascal la mejor campaña posible haciéndole la entrevista más dura que h…",
AlvaroArcos3,Alvaro Arcos,2019-10-10 23:56:56,"RT @CasoAislado_Es: Contundentes palabras de Santiago Abascal, presidente de @vox_es, durante su intervención en El Hormiguero. #SantiagoAb…",La España Viva
Geluu1999,Gelu,2019-10-10 23:56:56,"RT @MisterDBunker: Entrevistan a Abascal en una tele privada que no nos cuesta un duro: boicot.

Entrevistan a Otegi en una tele pública qu…",Madrid 
sergio_valencia,SergioValencia,2019-10-10 23:56:56,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…","valencia, nano."
MorCampos33,Jose Luis Campos Morales (Kiki),2019-10-10 23:56:55,"RT @AlejandroSVQ: Enorme el artículo de Francisco Andrés Gallardo para @diario

Cómo resumen de la entrevista/interrogatorio, me quedo con…",Triana
racp68,Ricardo Carreras,2019-10-10 23:56:55,RT @Isrardi155: Insisto en que esto que ha dicho Abascal es muy importante y se ha hablado muy poco de ello. https://t.co/JitQu72EeB,
Josepelu4,Josepelu,2019-10-10 23:56:54,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…",Jereciti
miri_xixi,miri🍇,2019-10-10 23:56:52,"RT @ArgibayLydia: Vaya lavada de tarro acaba de hacer Abascal. Flipo, antes de votar porfavoooor leedlos la web, no os quedéis solo con la…",
Madmurky,Spooky Jimmy Pop,2019-10-10 23:56:52,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",Pandora
sonatilla,sonatilla,2019-10-10 23:56:52,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…","Campo Lugar, España"
Davidreanse,David A,2019-10-10 23:56:52,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""El otro día hablamos de la emergencia social que viven los españoles: la carestía de la…",
AlvaroArcos3,Alvaro Arcos,2019-10-10 23:56:52,"RT @ldpsincomplejos: Pues ha quedado extraordinaria la entrevista a @Santi_ABASCAL. Curiosamente, al que se le veía algo envarado es al pro…",La España Viva
CristianMZ9,Christian Moreno ®,2019-10-10 23:56:52,"Pablo motos 0
Santiago abascal 1 

#SantiagoAbascalEH",
Megawif,Mega,2019-10-10 23:56:51,"RT @eSPAINews: 📢 @Santi_ABASCAL, hoy en @El_Hormiguero: «Defendería la frontera de #Melilla con muros más grandes si es necesario y en segu…",Embajadores fuera!
VioletaF7,Violeta Fernández,2019-10-10 23:56:50,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…","La Roda de Andalucía, España "
Benche2010,🇪🇸 Beny 🇪🇸💚🏳🌈🏳️‍🌈,2019-10-10 23:56:50,"RT @eledhmel: .@Santi_ABASCAL: ""Nosotros defendemos a las mujeres porque queremos que los violadores estén en la cárcel y no queremos que o…",
carlosjimeneez7,CarlosJimenez,2019-10-10 23:56:49,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""¿Cómo me va a molestar a mí que dos gays se besen por la calle? De ninguna manera"".

 📢…",
celestesnz,celeste sánchez🇮🇨🍀,2019-10-10 23:56:49,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",
Raul_everyday,Gallo Rojo.,2019-10-10 23:56:49,"Qué raro que no haya saltado @Santi_ABASCAL acusando a las hormigas de comunistas, bolcheviques, feminazis, y un la… https://t.co/f2sEKHJ3SL",
jrtdesing,julio terron,2019-10-10 23:56:48,RT @pocahontasma: @Igarrigavaz @Santi_ABASCAL Y mira que está poniendo interés Pablo motos en intentar demostrar que es todo lo peor,"Alcalá de Guadaíra, España"
